ServiceNo,Direction,StopSequence,Distance,BusStopCode
84,1,15,6.7,65461
84,1,16,7.4,65481
84,1,17,8,65099
84,1,18,8.3,65229
84,1,19,8.8,65009
85,1,1,0,65009
85,1,2,0.6,65221
85,1,3,0.9,65281
85,1,4,1.4,65271
85,1,5,2,65261
85,1,6,2.5,65239
85,1,7,2.9,65529
85,1,8,3.6,67529
85,1,9,4,67539
85,1,10,4.2,67131
85,1,11,4.5,67141
85,1,12,5.2,67179
85,1,13,5.5,67349
85,1,14,6.2,67449
85,1,15,6.5,67399
85,1,16,6.8,67389
85,1,17,7.1,67549
85,1,18,7.7,67559
85,1,19,8.1,67569
85,1,20,8.4,67579
85,1,21,8.8,68031
85,1,22,9.1,68051
85,1,24,14.4,55281
85,1,25,14.9,59011
85,1,26,15.8,59021
85,1,27,16.2,59031
85,1,28,16.6,59041
85,1,29,17,59051
85,1,30,17.6,58991
85,1,31,18.1,59009
85,2,1,0,59009
85,2,2,0.2,59069
85,2,3,0.9,59059
85,2,4,1.4,59049
85,2,5,1.8,59039
85,2,6,2.5,59029
85,2,7,3.2,59019
85,2,8,3.7,55289
85,2,11,9.1,68059
85,2,12,9.3,68049
85,2,13,9.5,68039
85,2,14,9.8,67571
85,2,15,10.1,67561
85,2,16,10.5,67551
85,2,17,11.2,67541
85,2,18,11.4,67381
85,2,19,11.7,67391
85,2,20,12.1,67441
85,2,21,12.7,67341
85,2,22,13.2,67171
85,2,23,13.9,67139
85,2,24,14.3,67531
85,2,25,14.6,67521
85,2,26,15.2,65521
85,2,27,15.7,65231
85,2,28,16.1,65269
85,2,29,16.6,65279
85,2,30,17.1,65289
85,2,31,17.4,65229
85,2,32,17.9,65009
